x,y,z
-0.161,-0.063,9.949
-0.163,-0.075,10.076
-0.161,-0.063,9.928
-0.161,-0.106,9.904
-0.197,-0.035,9.942
-0.137,-0.056,10.021
-0.115,-0.02,9.973
-0.146,-0.092,9.947
-0.185,-0.066,9.968
-0.146,-0.085,9.985
-0.127,-0.056,9.971
-0.132,-0.082,9.949
-0.158,-0.049,9.968
-0.158,-0.125,9.949
-0.132,-0.015,9.961
-0.127,-0.073,9.99
-0.17,-0.039,9.956
-0.151,-0.09,9.959
-0.158,-0.07,10.026
-0.123,-0.078,9.939
-0.115,-0.099,9.973
-0.168,-0.061,9.963
-0.115,-0.097,9.939
-0.154,-0.102,9.944
-0.12,-0.056,9.973
-0.168,-0.044,9.999
-0.103,-0.051,9.949
-0.144,-0.099,9.93
-0.149,-0.08,9.975
-0.144,-0.054,9.935
-0.158,-0.066,9.961
-0.137,-0.082,9.98
-0.125,-0.063,9.947
-0.185,-0.092,9.949
-0.137,-0.082,9.949
-0.156,-0.082,9.985
-0.154,-0.013,9.992
-0.12,-0.078,9.983
-0.142,-0.063,9.971
-0.144,-0.075,9.961
-0.132,-0.037,9.992
-0.142,-0.054,9.963
-0.13,-0.035,9.966
-0.151,-0.121,9.959
